author,antibiotic_category,year,num_resistant,num_total,troy_pooled_prev,logit_event_rate,std_err,variance,inverse_N,major_source,tri_source,natl_income,tri_income,country,antibioic_abb,antibiotic,sub_clinical,sub_WW2,sub_WW3,sub_seafood,sub_aquaculture,sub_DW,sub_SW,sub_agr,agr_farm,A_Wa2000,A_Wa2015,A_Wa_ratio,DID2000,EPI,HLT,AIR,H2O,HMT,WMG,BDH,ECS,FSH,CCH,APE,WRS,WWT
Zahran et al. 2019,Gentamicin,,6,9,0.6667,0.693147181,0.707106781,0.5,0.111111111,Clinical,Clinical,2,0-50,Egypt,GEN,Gentamicin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Mansour et al. 2012,Chloramphenicol,2012,6,108,0.0556,-2.833213344,0.420084025,0.176470588,0.009259259,Clinical,Clinical,2,0-50,Egypt,CHL,Chloramphenicol,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Mansour et al. 2012,Ciprofloxacin,2012,2,108,0.0185,-3.970291914,0.713746427,0.509433962,0.009259259,Clinical,Clinical,2,0-50,Egypt,CIP,Ciprofloxacin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Mansour et al. 2012,SXT,,25,108,0.2315,-1.199964783,0.22814073,5.20E-02,0.009259259,Clinical,Clinical,2,0-50,Egypt,SXT,Sulfamethoxazole-Trimethoprim (SXT),Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Gohary et al.,3rd gen,2020,6,20,0.3,-0.84729786,0.487950036,0.238095238,0.05,Seafood,Agriculture,3,50-75,Egypt,3rd CEF,Cefotaxime,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Gohary et al.,carbapenem,2020,2,20,0.1,-2.197224577,0.745355992,0.555555556,0.05,Seafood,Agriculture,3,50-75,Egypt,CARB,Imipenem,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Gohary et al.,Chloramphenicol,2020,16,20,0.8,1.386294361,0.559016994,0.3125,0.05,Seafood,Agriculture,3,50-75,Egypt,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Gohary et al.,Ciprofloxacin,2020,14,20,0.7,0.84729786,0.487950036,0.238095238,0.05,Seafood,Agriculture,3,50-75,Egypt,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Gohary et al.,Gentamicin,2020,14,20,0.7,0.84729786,0.487950036,0.238095238,0.05,Seafood,Agriculture,3,50-75,Egypt,GEN,Gentamicin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Gohary et al.,SXT,2020,17,20,0.85,1.734601055,0.626224291,0.392156863,0.05,Seafood,Agriculture,3,50-75,Egypt,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Gohary et al.,tetracycline,2020,13,20,0.65,0.619039208,0.468807231,0.21978022,0.05,Seafood,Agriculture,3,50-75,Egypt,TET,Tetracycline,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Hafez et al.,3rd gen,2018,8,10,0.8,1.386294361,0.790569415,0.625,0.1,Seafood,Agriculture,3,50-75,Egypt,3rd CEF,Cefotaxime,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Hafez et al.,Chloramphenicol,2018,6,10,0.6,0.405465108,0.645497224,0.416666667,0.1,Seafood,Agriculture,3,50-75,Egypt,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Hafez et al.,Ciprofloxacin,2018,4,10,0.4,-0.405465108,0.645497224,0.416666667,0.1,Seafood,Agriculture,3,50-75,Egypt,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Hafez et al.,Erythromycin,2018,10,10,0.9545,3.044522438,1.447493729,2.095238095,0.1,Seafood,Agriculture,3,50-75,Egypt,ERY,Erythromycin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Hafez et al.,Gentamicin,2018,2,10,0.2,-1.386294361,0.790569415,0.625,0.1,Seafood,Agriculture,3,50-75,Egypt,GEN,Gentamicin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Ramadan et al.,3rd gen,2018,20,50,0.4,-0.405465108,0.288675135,8.33E-02,0.02,Seafood,Agriculture,3,50-75,Egypt,3rd CEF,Cefotaxime,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Ramadan et al.,Ciprofloxacin,2018,0,50,0.0098,-4.615120517,1.421197376,2.01980198,0.02,Seafood,Agriculture,3,50-75,Egypt,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Ramadan et al.,Erythromycin,2018,2,50,0.04,-3.17805383,0.721687836,0.520833333,0.02,Seafood,Agriculture,3,50-75,Egypt,ERY,Erythromycin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Ramadan et al.,Gentamicin,2018,3,50,0.06,-2.751535313,0.595491334,0.354609929,0.02,Seafood,Agriculture,3,50-75,Egypt,GEN,Gentamicin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Abu-Elala et al. ,3rd gen,2015,0,15,0.0313,-3.433987204,1.436842416,2.064516129,0.066666667,Seafood,Agriculture,3,50-75,Egypt,3rd CEF,Cefotaxime,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Arirachakaran et al. 2019,3rd gen,,6,11,0.5455,0.182321557,0.605530071,0.366666667,0.090909091,Clinical,Clinical,3,50-75,Thailand,3rd CEF,Cefotaxime,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Arirachakaran et al. 2019,Ciprofloxacin,2019,3,11,0.2727,-0.980829253,0.6770032,0.458333333,0.090909091,Clinical,Clinical,3,50-75,Thailand,CIP,Ciprofloxacin,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Arirachakaran et al. 2019,Gentamicin,,6,11,0.5455,0.182321557,0.605530071,0.366666667,0.090909091,Clinical,Clinical,3,50-75,Thailand,GEN,Gentamicin,Tissue,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Yano et al.,3rd gen,2015,2,87,0.023,-3.749504076,0.715377317,0.511764706,0.011494253,Seafood,Agriculture,3,50-75,Thailand,3rd CEF,Cefotaxime,Blank,Blank,Blank,Shellfish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Yano et al.,carbapenem,2015,3,87,0.0345,-3.33220451,0.587569651,0.345238095,0.011494253,Seafood,Agriculture,3,50-75,Thailand,CARB,Imipenem,Blank,Blank,Blank,Shellfish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Yano et al.,Chloramphenicol,2015,0,87,0.0057,-5.164785974,1.418248417,2.011428571,0.011494253,Seafood,Agriculture,3,50-75,Thailand,CHL,Chloramphenicol,Blank,Blank,Blank,Shellfish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Yano et al.,Erythromycin,2015,26,87,0.2989,-0.852777326,0.234211403,5.49E-02,0.011494253,Seafood,Agriculture,3,50-75,Thailand,ERY,Erythromycin,Blank,Blank,Blank,Shellfish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Yano et al.,SXT,2015,60,87,0.6897,0.798507696,0.231740596,5.37E-02,0.011494253,Seafood,Agriculture,3,50-75,Thailand,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Shellfish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Abu-Elala et al ,Chloramphenicol,2015,0,15,0.0313,-3.433987204,1.436842416,2.064516129,0.066666667,Seafood,Agriculture,3,50-75,Egypt,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Abu-Elala et al ,Ciprofloxacin,2015,0,15,0.0313,-3.433987204,1.436842416,2.064516129,0.066666667,Seafood,Agriculture,3,50-75,Egypt,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Abu-Elala et al ,Gentamicin,2015,2,15,0.1333,-1.871802177,0.759554525,0.576923077,0.066666667,Seafood,Agriculture,3,50-75,Egypt,GEN,Gentamicin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Abu-Elala et al ,SXT,2015,2,15,0.1333,-1.871802177,0.759554525,0.576923077,0.066666667,Seafood,Agriculture,3,50-75,Egypt,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Algammal et al.,Chloramphenicol,2020,0,61,0.0081,-4.812184355,1.419950761,2.016260163,0.016393443,Seafood,Agriculture,3,50-75,Egypt,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Algammal et al.,Ciprofloxacin,2020,0,61,0.0081,-4.812184355,1.419950761,2.016260163,0.016393443,Seafood,Agriculture,3,50-75,Egypt,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Algammal et al.,Erythromycin,2020,24,61,0.3934,-0.432864082,0.262094818,6.87E-02,0.016393443,Seafood,Agriculture,3,50-75,Egypt,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Algammal et al.,SXT,2020,6,61,0.0984,-2.215573716,0.429940094,0.184848485,0.016393443,Seafood,Agriculture,3,50-75,Egypt,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Algammal et al.,tetracycline,2020,55,61,0.9016,2.215573716,0.429940094,0.184848485,0.016393443,Seafood,Agriculture,3,50-75,Egypt,TET,Tetracycline,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Saengsitthisak et al.,Chloramphenicol,2020,4,64,0.0625,-2.708050201,0.516397779,0.266666667,0.015625,Seafood,Agriculture,3,50-75,Thailand,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Saengsitthisak et al.,Ciprofloxacin,2020,26,64,0.4063,-0.379489622,0.254513905,6.48E-02,0.015625,Seafood,Agriculture,3,50-75,Thailand,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Saengsitthisak et al.,Erythromycin,2020,48,64,0.75,1.098612289,0.288675135,8.33E-02,0.015625,Seafood,Agriculture,3,50-75,Thailand,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Saengsitthisak et al.,Gentamicin,2020,11,64,0.1719,-1.572396641,0.331326147,0.109777015,0.015625,Seafood,Agriculture,3,50-75,Thailand,GEN,Gentamicin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Saengsitthisak et al.,SXT,2020,30,64,0.4688,-0.125163143,0.250489716,6.27E-02,0.015625,Seafood,Agriculture,3,50-75,Thailand,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Woodring et al.,Chloramphenicol,2012,0,46,0.0106,-4.532599493,1.421796531,2.021505376,0.02173913,Seafood,Agriculture,3,50-75,Thailand,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Woodring et al.,Ciprofloxacin,2012,0,46,0.0106,-4.532599493,1.421796531,2.021505376,0.02173913,Seafood,Agriculture,3,50-75,Thailand,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Woodring et al.,Gentamicin,2012,0,46,0.0106,-4.532599493,1.421796531,2.021505376,0.02173913,Seafood,Agriculture,3,50-75,Thailand,GEN,Gentamicin,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Woodring et al.,SXT,2012,0,46,0.0106,-4.532599493,1.421796531,2.021505376,0.02173913,Seafood,Agriculture,3,50-75,Thailand,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Woodring et al.,tetracycline,2012,7,46,0.1522,-1.717651497,0.410485284,0.168498168,0.02173913,Seafood,Agriculture,3,50-75,Thailand,TET,Tetracycline,Blank,Blank,Blank,Fish,Wild,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
El-Bahar et al.,Ciprofloxacin,2019,7,22,0.3182,-0.762140052,0.457737708,0.20952381,0.045454545,Seafood,Agriculture,3,50-75,Egypt,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Bahar et al.,Erythromycin,2019,16,22,0.7273,0.980829253,0.478713554,0.229166667,0.045454545,Seafood,Agriculture,3,50-75,Egypt,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Bahar et al.,SXT,2019,8,22,0.3636,-0.559615788,0.44320263,0.196428571,0.045454545,Seafood,Agriculture,3,50-75,Egypt,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Barbary et al.,Erythromycin,2010,6,20,0.3,-0.84729786,0.487950036,0.238095238,0.05,Seafood,Agriculture,3,50-75,Egypt,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
El-Barbary et al.,Gentamicin,2010,8,20,0.4,-0.405465108,0.456435465,0.208333333,0.05,Seafood,Agriculture,3,50-75,Egypt,GEN,Gentamicin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,5.7,1.9,3,7.5,43.3,33.8,35.3,36.6,13.5,16.3,50.6,62.5,12.1,55,56.3,42,42
Suthienkul et al. 2001,Gentamicin,,1,45,0.0222,-3.784189634,1.011299794,1.022727273,0.022222222,Clinical,Clinical,3,50-75,Thailand,GEN,Gentamicin,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Suthienkul et al. 2001,SXT,,11,45,0.2444,-1.128465252,0.346872968,0.120320856,0.022222222,Clinical,Clinical,3,50-75,Thailand,SXT,Sulfamethoxazole-Trimethoprim (SXT),Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Suthienkul et al. 2001,tetracycline,,16,45,0.3556,-0.594707108,0.311420549,9.70E-02,0.022222222,Clinical,Clinical,3,50-75,Thailand,TET,Tetracycline,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Yano et al.2015,Gentamicin,2015,0,87,0.0057,-5.164785974,1.418248417,2.011428571,0.011494253,Seafood,Agriculture,3,50-75,Thailand,GEN,Gentamicin,Blank,Blank,Blank,Shellfish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Yano et al. 2015,tetracycline,2015,16,87,0.1839,-1.490091155,0.276739059,7.66E-02,0.011494253,Seafood,Agriculture,3,50-75,Thailand,TET,Tetracycline,Blank,Blank,Blank,Shellfish,Farmed,Blank,Blank,Blank,Blank,6.3,2.5,2.52,7,45.4,48.4,40.6,55.8,81.6,32.9,53,24.3,11.1,52.5,78.7,2,2
Gashgari et al. ,3rd gen,2015,33,45,0.7333,1.011600912,0.337099931,0.113636364,0.022222222,Seafood,Agriculture,4,75-100,Saudi Arabia,3rd CEF,Cefotaxime,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,2.6,1.2,2.17,8.4,44,47.2,37.4,59.3,35.4,61.4,38.8,96.9,18.5,37.5,34.7,11.8,11.8
Gashgari et al. ,Chloramphenicol,2015,9,45,0.2,-1.386294361,0.372677996,0.138888889,0.022222222,Seafood,Agriculture,4,75-100,Saudi Arabia,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,2.6,1.2,2.17,8.4,44,47.2,37.4,59.3,35.4,61.4,38.8,96.9,18.5,37.5,34.7,11.8,11.8
Gashgari et al. ,Ciprofloxacin,2015,0,45,0.0109,-4.510859507,1.421962736,2.021978022,0.022222222,Seafood,Agriculture,4,75-100,Saudi Arabia,CIP,Ciprofloxacin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,2.6,1.2,2.17,8.4,44,47.2,37.4,59.3,35.4,61.4,38.8,96.9,18.5,37.5,34.7,11.8,11.8
Gashgari et al. ,Erythromycin,2015,45,45,0.9891,4.510859507,1.421962736,2.021978022,0.022222222,Seafood,Agriculture,4,75-100,Saudi Arabia,ERY,Erythromycin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,2.6,1.2,2.17,8.4,44,47.2,37.4,59.3,35.4,61.4,38.8,96.9,18.5,37.5,34.7,11.8,11.8
Gashgari et al. ,Gentamicin,2015,32,45,0.7111,0.900786545,0.328896757,0.108173077,0.022222222,Seafood,Agriculture,4,75-100,Saudi Arabia,GEN,Gentamicin,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,2.6,1.2,2.17,8.4,44,47.2,37.4,59.3,35.4,61.4,38.8,96.9,18.5,37.5,34.7,11.8,11.8
Gashgari et al. ,SXT,2015,45,45,0.9891,4.510859507,1.421962736,2.021978022,0.022222222,Seafood,Agriculture,4,75-100,Saudi Arabia,SXT,Sulfamethoxazole-Trimethoprim (SXT),Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,2.6,1.2,2.17,8.4,44,47.2,37.4,59.3,35.4,61.4,38.8,96.9,18.5,37.5,34.7,11.8,11.8
Gashgari et al. ,tetracycline,2015,45,45,0.9891,4.510859507,1.421962736,2.021978022,0.022222222,Seafood,Agriculture,3,50-75,Saudi Arabia,TET,Tetracycline,Blank,Blank,Blank,Fish,Unknown,Blank,Blank,Blank,Blank,2.6,1.2,2.17,8.4,44,47.2,37.4,59.3,35.4,61.4,38.8,96.9,18.5,37.5,34.7,11.8,11.8
Pedersen et al.,tetracycline,2008,0,23,0.0208,-3.850147602,1.429179202,2.042553191,0.043478261,Seafood,Agriculture,4,75-100,Denmark,TET,Tetracycline,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,2.9,3.6,0.81,8.1,82.5,91.7,85.5,97.4,100,99.8,81.7,30.2,13.2,95,100,100,100
Schmidt et al. ,tetracycline,2001,63,313,0.2013,-1.378326191,0.140971685,1.99E-02,0.003194888,Seafood,Agriculture,4,75-100,Denmark,TET,Tetracycline,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,2.9,3.6,0.81,8.1,82.5,91.7,85.5,97.4,100,99.8,81.7,30.2,13.2,95,100,100,100
Ali et al.,Chloramphenicol,2016,0,60,0.0082,-4.795790546,1.420045396,2.016528926,0.016666667,Seafood,Agriculture,2,0-50,Pakistan,CHL,Chloramphenicol,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,3,0.9,3.33,8.7,33.1,14.6,9.9,17.4,23,31.1,46.1,80.9,7.6,50.6,58.8,0.1,0.1
Ali et al.,Erythromycin,2016,40,60,0.6667,0.693147181,0.273861279,0.075,0.016666667,Seafood,Agriculture,2,0-50,Pakistan,ERY,Erythromycin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,3,0.9,3.33,8.7,33.1,14.6,9.9,17.4,23,31.1,46.1,80.9,7.6,50.6,58.8,0.1,0.1
Ali et al.,Gentamicin,2016,24,60,0.4,-0.405465108,0.263523138,6.94E-02,0.016666667,Seafood,Agriculture,2,0-50,Pakistan,GEN,Gentamicin,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,3,0.9,3.33,8.7,33.1,14.6,9.9,17.4,23,31.1,46.1,80.9,7.6,50.6,58.8,0.1,0.1
Ali et al.,tetracycline,2016,20,60,0.3333,-0.693147181,0.273861279,0.075,0.016666667,Seafood,Agriculture,2,0-50,Pakistan,TET,Tetracycline,Blank,Blank,Blank,Fish,Farmed,Blank,Blank,Blank,Blank,3,0.9,3.33,8.7,33.1,14.6,9.9,17.4,23,31.1,46.1,80.9,7.6,50.6,58.8,0.1,0.1
Obi et al. 2007,3rd gen,,35,104,0.3365,-0.678758443,0.207519113,0.043064182,0.009615385,Clinical,Clinical,3,50-75,South Africa,3rd CEF,Cefotaxime,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3,4.6,0.65,8.8,43.1,31.1,28.9,24.6,58.8,77,63.2,20.6,7.8,62.8,69.7,21.7,21.7
Obi et al. 2007,carbapenem,,11,104,0.1058,-2.13470422,0.318844443,0.101661779,0.009615385,Clinical,Clinical,3,50-75,South Africa,CARB,Imipenem,Feces,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,3,4.6,0.65,8.8,43.1,31.1,28.9,24.6,58.8,77,63.2,20.6,7.8,62.8,69.7,21.7,21.7
